id_referensi,kategori,nama_perusahaan,kota,alamat,jenis_ausbildung,spesialisasi,tahun_mulai,bulan_mulai,gaji,skor_kelengkapan,tipe_website,email_bewerbung,link_bewerbung,cara_apply,kontak_hr,link_arbeitsagentur,ringkasan,butuh_manual,status_lamaran,prioritas,deskripsi,persyaratan,tanggal_scrape
12811-1876505-S,fachinformatiker_ae,Sigel GmbH,Mertingen,"Bäumenheimer Str. 10, 86690 Mertingen",Ausbildung | Fachinformatiker/in - Anwendungsentwicklung,ae,,,,80,partner_portal,,https://www.finest-jobs.com/stellenanzeige/Ausbildung-Fachinformatiker-Fuer-Systemintegration-1137303?cp=BA,portal,,https://www.arbeitsagentur.de/jobsuche/jobdetail/12811-1876505-S,Sigel GmbH | Ausbildung | Fachinformatiker/in - Anwendungsentwicklung | Mertingen,tidak,belum,sedang,"Unser Unternehmen Inspiriert von der Arbeit entwickeln wir bei SIGEL kundenindividuelle Druckerzeugnisse, hochwertige Büroprodukte wie Whiteboards, Notizbücher und Desk Sharing-Zubehör sowie maßgeschneiderte E-Procurement Software, die deine tägliche Arbeit fortschrittlich, begeisternd und erfolgreich machen.    Tradition und Moderne vereint - Als familiengeführtes Unternehmen mit Sitz in Mertingen beschäftigen wir rund 200 Mitarbeiter, die mit Leidenschaft und Engagement an der Verwirklichung unserer Vision arbeiten.    Wir können vieles richtig gut, aber eben noch nicht alles. Darum suchen wir immer wieder jene, die Initiative zeigen und sich durch ihr Engagement, Können und Talent auszeichnen.  Bewirb dich jetzt und starte deine dynamische, zukunftssichere Karriere bei SIGEL als Fachinformatiker (m/w/d) für Systemintegration:  Ausbildungsbeginn: September 2026 Ausbildungsdauer: 3 Jahre in Kooperation mit der Staatlichen Berufsschule Lauingen  Das erwartet Dich IT-Systeme planen, installieren, konfigurieren und warten Systeme vernetzen mit allen Hard- und Software-Komponenten IT-Nutzer bei Anwendungsfragen beraten die IT-Sicherheit und Systemverfügbarkeit gewährleisten Ausbildungsdauer 3 Jahre; in Kooperation mit der Staatlichen Berufsschule in Lauingen Das bringst Du mit Eine gute mittlere Reife oder (Fach)Hochschulreife Stärken in Mathematik, IT und Englisch Freude an der Arbeit und dem Austausch im Team Strukturierte Arbeitsweise, logisches und analytisches Denkvermögen Interesse an modernen Medien Gründe für Deinen Start bei SIGEL Attraktive Vergütung, inkl. Urlaubs- und Weihnachtsgeld Gute Erreichbarkeit durch Bus- und Bahnanbindung Erfahrene Ausbildungspartner & individuelle Prüfungsvorbereitung Übernahme der Fahrtkosten zur Berufsschule & Fachliteratur  Flexible Arbeitszeitmodelle passend zu deinem Stundenplan  Gelebte Werte- & DU-Kultur im Rahmen einer WIR-Gemeinschaft Sportliche Aktivitäten (inkl. SIGEL Tennisplätze) & tolle Events Mitarbeiterrabatte auf SIGEL-Produkte & Mitarbeitervergünstigungen Wasser & Lieblingskaffee, wie Cappuccino & Co ... for free Werde Teil der Veränderung - werde ein Teil des SIGEL-Teams! Wir konnten dein Interesse wecken? Dann bewirb dich noch heute bei SIGEL! SIGEL ist einer der Top-Arbeitgeber in der Region Donau-Ries und bietet dir ein Umfeld, in dem du dich wohlfühlen kannst. In unserer wertebasierten Unternehmenskultur bist du ab dem ersten Tag ein vollwertiges Mitglied und kannst dich voll entfalten. Als Fachinformatiker  (m/w/d) für Systemintegration bei SIGEL trägst du aktiv durch deine Initiative zu einer nachhaltigen Verbesserung der Arbeitswelt bei. Verwirkliche dich in einem interessanten und innovativen Arbeitsgebiet und schicke uns deine Bewerbung für eine Ausbildung als Fachinformatiker (m/w/d) noch heute!","Unser Unternehmen Inspiriert von der Arbeit entwickeln wir bei SIGEL kundenindividuelle Druckerzeugnisse, hochwertige Büroprodukte wie Whiteboards, Notizbücher und Desk Sharing-Zubehör sowie maßgeschneiderte E-Procurement Software, die deine tägliche Arbeit fortschrittlich, begeisternd und erfolgreich machen.    Tradition und Moderne vereint - Als familiengeführtes Unternehmen mit Sitz in Mertingen beschäftigen wir rund 200 Mitarbeiter, die mit Leidenschaft und Engagement an der Verwirklichung unserer Vision arbeiten.    Wir können vieles richtig gut, aber eben noch nicht alles. Darum suchen wir immer wieder jene, die Initiative zeigen und sich durch ihr Engagement, Können und Talent auszeichnen.  Bewirb dich jetzt und starte deine dynamische, zukunftssichere Karriere bei SIGEL als Fachinformatiker (m/w/d) für Systemintegration:  Ausbildungsbeginn: September 2026 Ausbildungsdauer: 3 Jahre in Kooperation mit der Staatlichen Berufsschule Lauingen  Das erwartet Dich IT-Systeme planen, installieren, konfigurieren und warten Systeme vernetzen mit allen Hard- und Software-Komponenten IT-Nutzer bei Anwendungsfragen beraten die IT-Sicherheit und Systemverfügbarkeit gewährleisten Ausbildungsdauer 3 Jahre; in Kooperation mit der Staatlichen Berufsschule in Lauingen Das bringst Du mit Eine gute mittlere Reife oder (Fach)Hochschulreife Stärken in Mathematik, IT und Englisch Freude an der Arbeit und dem Austausch im Team Strukturierte Arbeitsweise, logisches und analytisches Denkvermögen Interesse an modernen Medien Gründe für Deinen Start bei SIGEL Attraktive Vergütung, inkl. Urlaubs- und Weihnachtsgeld Gute Erreichbarkeit durch Bus- und Bahnanbindung Erfahrene Ausbildungspartner & individuelle Prüfungsvorbereitung Übernahme der Fahrtkosten zur Berufsschule & Fachliteratur  Flexible Arbeitszeitmodelle passend zu deinem Stundenplan  Gelebte Werte- & DU-Kultur im Rahmen einer WIR-Gemeinschaft Sportliche Aktivitäten (inkl. SIGEL Tennisplätze) & tolle Events Mitarbeiterrabatte auf SIGEL-Produkte & Mitarbeitervergünstigungen Wasser & Lieblingskaffee, wie Cappuccino & Co ... for free Werde Teil der Veränderung - werde ein Teil des SIGEL-Teams! Wir konnten dein Interesse wecken? Dann bewirb dich noch heute bei SIGEL! SIGEL ist einer der Top-Arbeitgeber in der Region Donau-Ries und bietet dir ein Umfeld, in dem du dich wohlfühlen kannst. In unserer wertebasierten Unternehmenskultur bist du ab dem ersten Tag ein vollwertiges Mitglied und kannst dich voll entfalten. Als Fachinformatiker  (m/w/d) für Systemintegration bei SIGEL trägst du aktiv durch deine Initiative zu einer nachhaltigen Verbesserung der Arbeitswelt bei. Verwirkliche dich in einem interessanten und innovativen Arbeitsgebiet und schicke uns deine Bewerbung für eine Ausbildung als Fachinformatiker (m/w/d) noch heute!",2026-06-11T09:13:44.548088+00:00
