id_referensi,kategori,nama_perusahaan,kota,alamat,jenis_ausbildung,spesialisasi,tahun_mulai,bulan_mulai,gaji,skor_kelengkapan,tipe_website,email_bewerbung,link_bewerbung,cara_apply,kontak_hr,link_arbeitsagentur,ringkasan,butuh_manual,status_lamaran,prioritas,deskripsi,persyaratan,tanggal_scrape
MAD-2429588346,meine_ausbildung_ae,Schötex-IT Solutions GmbH,Lohr,,Ausbildung zum Fachinformatiker (Anwendungsentwicklung) (m/w/d) 2027,ae,,,,40,company,,https://www.schoetex.de/jobs/ausbildung-zum-fachinformatiker-anwendungsentwicklung-m-w-d-2027-bei-sch%C3%B6tex-it-solutions?utm_source=meine-ausbildung-in-deutschland,portal,,,Schötex-IT Solutions GmbH | Ausbildung zum Fachinformatiker (Anwendungsentwicklung) (m/w/d) 2027 | Lohr,ya,belum,rendah,Ausbildung zum Fachinformatiker (Anwendungsentwicklung) (m/w/d) 2027,,2026-06-11T11:49:29.250423+00:00
MAD-2363527673,meine_ausbildung_dpa,Bosch Thermotechnik GmbH Niederlassung München,Lohr,,Fachinformatiker Fachrichtung: Daten- und Prozessanalyse (w/m/div.),dpa,,,,40,company,,https://www.hrd-portal.de/bosch-gruppe/jobboard/detail/2026_905?utm_source=meine-ausbildung-in-deutschland,portal,,,Bosch Thermotechnik GmbH Niederlassung München | Fachinformatiker Fachrichtung: Daten- und Prozessanalyse (w/m/div.) | Lohr,ya,belum,rendah,Fachinformatiker Fachrichtung: Daten- und Prozessanalyse (w/m/div.),,2026-06-11T11:42:11.795776+00:00
