id_referensi,kategori,nama_perusahaan,kota,alamat,jenis_ausbildung,spesialisasi,tahun_mulai,bulan_mulai,gaji,skor_kelengkapan,tipe_website,email_bewerbung,link_bewerbung,cara_apply,kontak_hr,link_arbeitsagentur,ringkasan,butuh_manual,status_lamaran,prioritas,deskripsi,persyaratan,tanggal_scrape
MAD-2398306953,meine_ausbildung_ae,Landratsamt Donau-Ries,Donauwörth,,Fachinformatiker/-in für Anwendungsentwicklung,ae,,,,40,company,,https://www.donau-ries.de/karriere/fachinformatiker-fuer-anwendungsentwicklung-m-w-d?utm_source=meine-ausbildung-in-deutschland,portal,,,Landratsamt Donau-Ries | Fachinformatiker/-in für Anwendungsentwicklung | Donauwörth,ya,belum,rendah,Fachinformatiker/-in für Anwendungsentwicklung,,2026-06-11T11:56:19.406692+00:00
MAD-2374608642,meine_ausbildung_ae,Staudigl Druck GmbH & Co. KG,Donauwörth,,Fachinformatiker – Anwendungsentwicklung (m/w/d),ae,,,,40,company,,https://www.staudigl-druck.de/karriere/ausbildung/?utm_source=meine-ausbildung-in-deutschland,portal,,,Staudigl Druck GmbH & Co. KG | Fachinformatiker – Anwendungsentwicklung (m/w/d) | Donauwörth,ya,belum,rendah,Fachinformatiker – Anwendungsentwicklung (m/w/d),,2026-06-11T12:02:23.206682+00:00
