id_referensi,kategori,nama_perusahaan,kota,alamat,jenis_ausbildung,spesialisasi,tahun_mulai,bulan_mulai,gaji,skor_kelengkapan,tipe_website,email_bewerbung,link_bewerbung,cara_apply,kontak_hr,link_arbeitsagentur,ringkasan,butuh_manual,status_lamaran,prioritas,deskripsi,persyaratan,tanggal_scrape
MAD-2438901906,meine_ausbildung_ae,eneatec GmbH,Berlin-Prenzlauer Berg,,Ausbildung zum Fachinformatiker /-in Anwendungsentwicklung (m/w/d),ae,,,,40,company,,https://www.eneatec.com/eneatec/jobs-karriere/ausbildung-zum-fachinformatiker-in-anwendungsentwicklung-m-w-d/?utm_source=meine-ausbildung-in-deutschland,portal,,,eneatec GmbH | Ausbildung zum Fachinformatiker /-in Anwendungsentwicklung (m/w/d) | Berlin-Prenzlauer Berg,ya,belum,rendah,Ausbildung zum Fachinformatiker /-in Anwendungsentwicklung (m/w/d),,2026-06-11T11:45:14.451102+00:00
