id_referensi,kategori,nama_perusahaan,kota,alamat,jenis_ausbildung,spesialisasi,tahun_mulai,bulan_mulai,gaji,skor_kelengkapan,tipe_website,email_bewerbung,link_bewerbung,cara_apply,kontak_hr,link_arbeitsagentur,ringkasan,butuh_manual,status_lamaran,prioritas,deskripsi,persyaratan,tanggal_scrape
STEP-13918117,stepstone_de_dpa,C.Ed. Schulte Gesellschaft mit beschränkter Haftung Zylinderschlossfabrik,Velbert - Friedrichstraße,Velbert - Friedrichstraße Velbert - Friedrichstraße,Ausbildung | Fachinformatiker (m/w/d),ae,,,,60,empty,,https://twitter.com/stepstone_de,portal,"Engen Kontakt zwischen Lehrerpersonal, Ausbildenden und Auszubildenden
Fachliche Unterstützung während der Ausbildung
Einbindung in aktuelle Projekte
Azubi-Kennenlern-Treffen",,C.Ed. Schulte Gesellschaft mit beschränkter Haftung Zylinderschlossfabrik | Ausbildung | Fachinformatiker (m/w/d) | Velbert - Friedrichstraße,tidak,belum,sedang,"Ausbildung Fachinformatiker (m/w/d)

Ihre Aufgaben
Computer sind Deine Leidenschaft und Du interessierst Dich auch abgesehen von Games und Internet für ihn?
Dann könnte der Beruf des Fachinformatikers für Anwendungsentwicklung etwas für Dich sein.
neue Anwendungen entwickeln und diese in die bereits existierenden Systeme einpflegen
die unterschiedlichsten Programme und Anwendungen planen, konzipieren und programmieren
anwendungsgerechte und nutzerfreundliche Bedienoberflächen entwickeln
Anwenderschulungen geben
Projektabläufe konzeptionieren
neue Marktentwicklungen beobachten
Ihr Profil
Du solltest Interesse oder bestenfalls auch schon Vorkenntnisse in Sachen Programmiersprachen besitzen, denn ohne sie geht in diesem Job nichts.
Gute Englisch- und Mathekenntnisse sind außerdem sehr wichtig, da viel Fachliteratur auf Englisch ist und komplexe Rechnungen durchgeführten werden müssen, ohne Panik zu bekommen.
Wir sprechen junge Menschen an, die ein Abitur oder eine Fachhochschulreife mit gutem Abschluss vorweisen können und überdurchschnittliches Engagement und Zuverlässigkeit als selbstverständlich betrachten

Das bieten wir unseren Mitarbeitenden
Ausbildungsplan nach IHK-Richtlinien
Regelmäßige Treffen mit den Ausbildenden und dadurch kontinuierliche Betreuung",,2026-06-12T21:22:40.224633+00:00
STEP-13918115,stepstone_de_dpa,C.Ed. Schulte Gesellschaft mit beschränkter Haftung Zylinderschlossfabrik,Velbert - Friedrichstraße,Velbert - Friedrichstraße Velbert - Friedrichstraße,Ausbildung | Fachinformatiker (w/m/d) für Systemintegration,si,,,,60,empty,,https://twitter.com/stepstone_de,portal,"Engen Kontakt zwischen Lehrerpersonal, Ausbildenden und Auszubildenden
Fachliche Unterstützung während der Ausbildung
Bei erfolgreichem Abschluss bieten wir die Chance auf einen sicheren Arbeitsplatz und unterstützen Dich in Deiner weiteren beruflichen Entwicklung.",,C.Ed. Schulte Gesellschaft mit beschränkter Haftung Zylinderschlossfabrik | Ausbildung | Fachinformatiker (w/m/d) für Systemintegration | Velbert - Friedrichstraße,tidak,belum,sedang,"Ausbildung Fachinformatiker (w/m/d) für Systemintegration

Ihre Aufgaben
Du interessierst dich für Computer und Software? Dann ist der Beruf des Fachinformatikers für Systemintegration etwas für Dich. Deine Aufgaben umfassen die Planung, die Installation, das Betreiben und Verwalten sowie den Support von IT-Systemen.
Du besuchst eine Berufsschule im Blockformat und den Rest der Zeit verbringst Du im Unternehmen.
Konzipieren und Realisieren komplexer Systeme der IT durch Integration von Softwarekomponenten
Installieren und Konfigurieren vernetzter IT-Systeme
Inbetriebnahme von IT-Systemen
Einsatz von Methoden der Projektplanung
Behebung von Störungen durch den Einsatz von Experten- und Diagnosesystemen
Administration von IT-Systemen
Arbeiten mit Helpdeskumgebungen
Präsentation von Systemlösungen
Beratung und Schulung von Anwendern
Ihr Profil
Wir sprechen ganz Besonders die jüngere Generation an, die ein Abitur oder eine Fachoberschulreife mit gutem Abschluss vorweisen können, dazu eine Zuverlässige, Kommunikationsfähige und eine Teamfähige Persönlichkeit.

Das bieten wir unseren Mitarbeitenden
Azubi-Kennenlern-Treffen",,2026-06-12T21:23:32.593668+00:00
