id_referensi,kategori,nama_perusahaan,kota,alamat,jenis_ausbildung,spesialisasi,tahun_mulai,bulan_mulai,gaji,skor_kelengkapan,tipe_website,email_bewerbung,link_bewerbung,cara_apply,kontak_hr,link_arbeitsagentur,ringkasan,butuh_manual,status_lamaran,prioritas,deskripsi,persyaratan,tanggal_scrape
AZUB-55f3gfg8,azubiyo_de_ae,Azubiyo,"Wildeshausen, Aldrup, Denghausen, Düngstrup, Garmhausen, Hesterhöge, Lohmühle, Lüerte, Pestrup, Thölstedt","Am Spascher See 2 27793 Wildeshausen, Aldrup, Denghausen, Düngstrup, Garmhausen, Hesterhöge, Lohmühle, Lüerte, Pestrup, Thölstedt Niedersachsen",Ausbildung | Fachinformatiker Anwendungsentwicklung (m/w/d),ae,,,"950 €, 1.050 €, 1.150 €",53,empty,,https://www.azubiyo.de/stellenanzeigen/55F3GFG8/bewerben/,portal,,,"Azubiyo | Ausbildung | Fachinformatiker Anwendungsentwicklung (m/w/d) | Wildeshausen, Aldrup, Denghausen, Düngstrup, Garmhausen, Hesterhöge, Lohmühle, Lüerte, Pestrup, Thölstedt",tidak,belum,sedang,Ausbildung Fachinformatiker Anwendungsentwicklung (m/w/d),,2026-06-12T09:49:38.530887+00:00
AZUB-g81f6141,azubiyo_de_dpa,Azubiyo,"Wildeshausen, Aldrup, Denghausen, Düngstrup, Garmhausen, Hesterhöge, Lohmühle, Lüerte, Pestrup, Thölstedt","Am Spascher See 2 27793 Wildeshausen, Aldrup, Denghausen, Düngstrup, Garmhausen, Hesterhöge, Lohmühle, Lüerte, Pestrup, Thölstedt Niedersachsen",Ausbildung | Fachinformatiker/in für Daten- und Prozessanalyse (m/w/d),dpa,,,,47,empty,,https://www.azubiyo.de/stellenanzeigen/G81F6141/bewerben/,portal,,,"Azubiyo | Ausbildung | Fachinformatiker/in für Daten- und Prozessanalyse (m/w/d) | Wildeshausen, Aldrup, Denghausen, Düngstrup, Garmhausen, Hesterhöge, Lohmühle, Lüerte, Pestrup, Thölstedt",ya,belum,rendah,Ausbildung Fachinformatiker/in für Daten- und Prozessanalyse (m/w/d),,2026-06-12T09:55:42.108945+00:00
