id_referensi,kategori,nama_perusahaan,kota,alamat,jenis_ausbildung,spesialisasi,tahun_mulai,bulan_mulai,gaji,skor_kelengkapan,tipe_website,email_bewerbung,link_bewerbung,cara_apply,kontak_hr,link_arbeitsagentur,ringkasan,butuh_manual,status_lamaran,prioritas,deskripsi,persyaratan,tanggal_scrape
MAD-2357806293,meine_ausbildung_ae,Werbeagentur Gottschalg,"Göttingen, Niedersachsen",,Ausbildung zum Fachinformatiker für Anwendungsentwicklung (m/w),ae,,,,40,company,,https://www.werbeagentur-gottschalg.de/agentur/ausbildung?utm_source=meine-ausbildung-in-deutschland,portal,,,"Werbeagentur Gottschalg | Ausbildung zum Fachinformatiker für Anwendungsentwicklung (m/w) | Göttingen, Niedersachsen",ya,belum,rendah,Ausbildung zum Fachinformatiker für Anwendungsentwicklung (m/w),,2026-06-11T12:05:26.598009+00:00
