id_referensi,kategori,nama_perusahaan,kota,alamat,jenis_ausbildung,spesialisasi,tahun_mulai,bulan_mulai,gaji,skor_kelengkapan,tipe_website,email_bewerbung,link_bewerbung,cara_apply,kontak_hr,link_arbeitsagentur,ringkasan,butuh_manual,status_lamaran,prioritas,deskripsi,persyaratan,tanggal_scrape
INDEED-b87253af80de6400,indeed_de_ae,Avista ERP Software GmbH & Co KG,70376 Stuttgart,70376 70376 Stuttgart BW,Ausbildung | Fachinformatiker/in Anwendungsentwicklung (m/w/d),ae,,,Berufsausbildung,47,empty,,https://www.hiringlab.org/de/,portal,,,Avista ERP Software GmbH & Co KG | Ausbildung | Fachinformatiker/in Anwendungsentwicklung (m/w/d) | 70376 Stuttgart,ya,belum,rendah,Fachinformatiker/in Anwendungsentwicklung (m/w/d),,2026-06-13T10:54:13.058622+00:00
