id_referensi,kategori,nama_perusahaan,kota,alamat,jenis_ausbildung,spesialisasi,tahun_mulai,bulan_mulai,gaji,skor_kelengkapan,tipe_website,email_bewerbung,link_bewerbung,cara_apply,kontak_hr,link_arbeitsagentur,ringkasan,butuh_manual,status_lamaran,prioritas,deskripsi,persyaratan,tanggal_scrape
INDEED-f494ba0f23fc7635,indeed_de_ae,Hermes Germany GmbH,20354 Hamburg,20354 20354 Hamburg HH,Ausbildung | Fachinformatiker für Anwendungsentwicklung (m/w/d),ae,,,1.402 € – 1.524 € pro Monat - Berufsausbildung,47,empty,,https://www.hiringlab.org/de/,portal,,,Hermes Germany GmbH | Ausbildung | Fachinformatiker für Anwendungsentwicklung (m/w/d) | 20354 Hamburg,ya,belum,rendah,Ausbildung Fachinformatiker für Anwendungsentwicklung (m/w/d),,2026-06-13T10:48:39.702690+00:00
