id_referensi,kategori,nama_perusahaan,kota,alamat,jenis_ausbildung,spesialisasi,tahun_mulai,bulan_mulai,gaji,skor_kelengkapan,tipe_website,email_bewerbung,link_bewerbung,cara_apply,kontak_hr,link_arbeitsagentur,ringkasan,butuh_manual,status_lamaran,prioritas,deskripsi,persyaratan,tanggal_scrape
MAD-2410840318,meine_ausbildung_ae,Bluechip Computer AG,Meuselwitz,,Fachinformatiker/-in FR Anwendungsentwicklung (m/w/d),ae,,,,40,company,,https://www.bluechip.de/blog/fachinformatiker-in-fr-anwendungsentwicklung-m-w-d?utm_source=meine-ausbildung-in-deutschland,portal,,,Bluechip Computer AG | Fachinformatiker/-in FR Anwendungsentwicklung (m/w/d) | Meuselwitz,ya,belum,rendah,Fachinformatiker/-in FR Anwendungsentwicklung (m/w/d),,2026-06-11T11:54:10.600990+00:00
MAD-2410089766,meine_ausbildung_dpa,Bluechip Computer AG,Meuselwitz,,Fachinformatiker/-in FR Daten- und Prozessanalyse (m/w/d),dpa,,,,40,company,,https://www.bluechip.de/blog/fachinformatiker-in-fr-daten-und-prozessanalyse-m-w-d?utm_source=meine-ausbildung-in-deutschland,portal,,,Bluechip Computer AG | Fachinformatiker/-in FR Daten- und Prozessanalyse (m/w/d) | Meuselwitz,ya,belum,rendah,Fachinformatiker/-in FR Daten- und Prozessanalyse (m/w/d),,2026-06-11T11:41:19.982986+00:00
