id_referensi,kategori,nama_perusahaan,kota,alamat,jenis_ausbildung,spesialisasi,tahun_mulai,bulan_mulai,gaji,skor_kelengkapan,tipe_website,email_bewerbung,link_bewerbung,cara_apply,kontak_hr,link_arbeitsagentur,ringkasan,butuh_manual,status_lamaran,prioritas,deskripsi,persyaratan,tanggal_scrape
MAD-2442615062,meine_ausbildung_ae,S W Computer & Software GmbH,Homburg,,Auszubildende|r (m/w/d) als Fachinformatiker|in für Anwendungsentwicklung,ae,,,,40,company,,https://www.sw-computer.de/blog/?utm_source=meine-ausbildung-in-deutschland,portal,,,S W Computer & Software GmbH | Auszubildende|r (m/w/d) als Fachinformatiker|in für Anwendungsentwicklung | Homburg,ya,belum,rendah,Auszubildende|r (m/w/d) als Fachinformatiker|in für Anwendungsentwicklung,,2026-06-11T11:43:42.169661+00:00
