referenznummer,category_id,nama_perusahaan,titik_data_di_peta,posisi_kota,alamat_detail,detail_deskripsi,gaji,persyaratan,jenis_ausbildung,beruf_typ,deskripsi_perusahaan,apa_yang_ditawarkan,link_website_perusahaan,link_website_perusahaan_resmi,website_type,alamat_email_bewerbung,link_bewerbung,link_bewerbung_externe,link_bewerbung_efektif,bewerbung_sumber,kontak_penanggung_jawab,dokumen_yang_harus_dipenuhi,ba_job_url,sumber_data,ausbildung_de_url,is_duplicate_of_arbeitsagentur,duplicate_of_refnr,kelengkapan_score,scraped_at
MAD-2435837176,meine_ausbildung_dpa,Würth Elektronik GmbH & Co. KG,,Niedernhall,,Ausbildung zum Fachinformatiker für Daten- und Prozessanalyse (m/w/d) I 2026,,,Ausbildung zum Fachinformatiker für Daten- und Prozessanalyse (m/w/d) I 2026,dpa,,,https://www.we-online.com,https://www.we-online.com,company,,https://jobs.we-online.com/Ausbildung-zum-Fachinformatiker-fuer-Daten-und-Prozessanal-de-j5066.html?sid=ebc525f8a9538148bbbacd3ebf07e85b&utm_source=meine-ausbildung-in-deutschland,https://jobs.we-online.com/Ausbildung-zum-Fachinformatiker-fuer-Daten-und-Prozessanal-de-j5066.html?sid=ebc525f8a9538148bbbacd3ebf07e85b&utm_source=meine-ausbildung-in-deutschland,https://jobs.we-online.com/Ausbildung-zum-Fachinformatiker-fuer-Daten-und-Prozessanal-de-j5066.html?sid=ebc525f8a9538148bbbacd3ebf07e85b&utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:34.740272+00:00
MAD-2435517931,meine_ausbildung_dpa,DALLI-WERKE GmbH & Co. KG,,Stolberg,,Fachinformatiker/in - Daten- und Prozessanalyse,,,Fachinformatiker/in - Daten- und Prozessanalyse,dpa,,,https://www.dalli-group.com,https://www.dalli-group.com,company,,https://suche.ausbildung.nrw/unternehmen/dalligroup/2049?utm_source=meine-ausbildung-in-deutschland,https://suche.ausbildung.nrw/unternehmen/dalligroup/2049?utm_source=meine-ausbildung-in-deutschland,https://suche.ausbildung.nrw/unternehmen/dalligroup/2049?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:35.176775+00:00
MAD-2433581531,meine_ausbildung_dpa,Kneer Süd-Fensterwerk GmbH & Co. KG,,Schnelldorf,,Fachinformatiker/in Fachrichtung: Daten- und Prozessanalyse,,,Fachinformatiker/in Fachrichtung: Daten- und Prozessanalyse,dpa,,,https://www.kneer-suedfenster.de,https://www.kneer-suedfenster.de,company,,https://ihk-lehrstellenboerse-mittelfranken.de/job/sued-fensterwerk-gmbh-co-betriebs-kg-ausbildung-praktikum-fachinformatiker-in-fachrichtung-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://ihk-lehrstellenboerse-mittelfranken.de/job/sued-fensterwerk-gmbh-co-betriebs-kg-ausbildung-praktikum-fachinformatiker-in-fachrichtung-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://ihk-lehrstellenboerse-mittelfranken.de/job/sued-fensterwerk-gmbh-co-betriebs-kg-ausbildung-praktikum-fachinformatiker-in-fachrichtung-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:37.843718+00:00
MAD-2432072334,meine_ausbildung_dpa,Gewo Feinmechanik GmbH,,Bayern,,Ausbildung zum/zur Fachinformatiker/in für Daten- und Prozessanalyse (m/w/d),,,Ausbildung zum/zur Fachinformatiker/in für Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.gewo.net,https://www.gewo.net,company,,https://karriere.gewo.net/stellenangebot.html?yid=360&utm_source=meine-ausbildung-in-deutschland,https://karriere.gewo.net/stellenangebot.html?yid=360&utm_source=meine-ausbildung-in-deutschland,https://karriere.gewo.net/stellenangebot.html?yid=360&utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:39.518979+00:00
MAD-2428910150,meine_ausbildung_dpa,NEXUS AG,,Nürnberg,,Auszubildenden (m/w/d) Fachinformatiker für Daten- und Prozessanalyse,,,Auszubildenden (m/w/d) Fachinformatiker für Daten- und Prozessanalyse,dpa,,,https://www.nexus-ag.de,https://www.nexus-ag.de,company,,https://eundl.nexus-ag.de/Karriere/ausbildung-in-nuernberg/auszubildender-kaufmann-it-system-management?file=files%2Fnexus-eundl%2FStellenangebote%2FAusbildung+2025%2FAzubi_DP.pdf&cid=120526&utm_source=meine-ausbildung-in-deutschland,https://eundl.nexus-ag.de/Karriere/ausbildung-in-nuernberg/auszubildender-kaufmann-it-system-management?file=files%2Fnexus-eundl%2FStellenangebote%2FAusbildung+2025%2FAzubi_DP.pdf&cid=120526&utm_source=meine-ausbildung-in-deutschland,https://eundl.nexus-ag.de/Karriere/ausbildung-in-nuernberg/auszubildender-kaufmann-it-system-management?file=files%2Fnexus-eundl%2FStellenangebote%2FAusbildung+2025%2FAzubi_DP.pdf&cid=120526&utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:41.181496+00:00
MAD-2428244936,meine_ausbildung_dpa,HKS Informatik GmbH,,Moers,,Fachinformatiker/in - Daten- und Prozessanalyse,,,Fachinformatiker/in - Daten- und Prozessanalyse,dpa,,,https://www.hksinformatik.de,https://www.hksinformatik.de,company,,https://suche.ausbildung.nrw/unternehmen/hks-informatik-gmbh/467?utm_source=meine-ausbildung-in-deutschland,https://suche.ausbildung.nrw/unternehmen/hks-informatik-gmbh/467?utm_source=meine-ausbildung-in-deutschland,https://suche.ausbildung.nrw/unternehmen/hks-informatik-gmbh/467?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:42.635256+00:00
MAD-2428128132,meine_ausbildung_dpa,Remmers Baustofftechnik GmbH,,Löningen,,Ausbildung zum Fachinformatiker Daten- und Prozessanalyse (m/w/d),,,Ausbildung zum Fachinformatiker Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.remmers.com,https://www.remmers.com,company,,https://www.remmers.com/de/career/ausbildung-zum-fachinformatiker-daten-und-prozessanalyse-mwd/detail/hr4u_615?utm_source=meine-ausbildung-in-deutschland,https://www.remmers.com/de/career/ausbildung-zum-fachinformatiker-daten-und-prozessanalyse-mwd/detail/hr4u_615?utm_source=meine-ausbildung-in-deutschland,https://www.remmers.com/de/career/ausbildung-zum-fachinformatiker-daten-und-prozessanalyse-mwd/detail/hr4u_615?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:43.502522+00:00
MAD-2426019950,meine_ausbildung_dpa,Berge & Meer Touristik GmbH,,Rengsdorf,,Auszubildende Fachinformatiker für Daten- und Prozessanalyse (m/w/d) für 2026,,,Auszubildende Fachinformatiker für Daten- und Prozessanalyse (m/w/d) für 2026,dpa,,,https://www.berge-meer.de,https://www.berge-meer.de,company,,https://berge-meer-touristik-gmbh.jobs.personio.de/job/1555938?language=de&utm_source=meine-ausbildung-in-deutschland,https://berge-meer-touristik-gmbh.jobs.personio.de/job/1555938?language=de&utm_source=meine-ausbildung-in-deutschland,https://berge-meer-touristik-gmbh.jobs.personio.de/job/1555938?language=de&utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:46.268237+00:00
MAD-2425586829,meine_ausbildung_dpa,Würth Elektronik eiSos GmbH & Co. KG,,Waldenburg,,Ausbildung zum Fachinformatiker (m/w/d) - Daten und Prozessanalyse | 2026,,,Ausbildung zum Fachinformatiker (m/w/d) - Daten und Prozessanalyse | 2026,dpa,,,https://www.we-online.com,https://www.we-online.com,company,,https://jobs.we-online.com/Ausbildung-zum-Fachinformatiker-mwd-Daten-und-Prozessanaly-de-j4613.html?utm_source=meine-ausbildung-in-deutschland,https://jobs.we-online.com/Ausbildung-zum-Fachinformatiker-mwd-Daten-und-Prozessanaly-de-j4613.html?utm_source=meine-ausbildung-in-deutschland,https://jobs.we-online.com/Ausbildung-zum-Fachinformatiker-mwd-Daten-und-Prozessanaly-de-j4613.html?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:46.955601+00:00
MAD-2425416373,meine_ausbildung_dpa,ETES GmbH,,Stuttgart,,Ausbildung zum/ zur Fachinformatiker/in - Daten- und Prozessanalyse (m/w/d),,,Ausbildung zum/ zur Fachinformatiker/in - Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.etes.de,https://www.etes.de,company,,https://www.etes.de/karriere/fachinformatiker-in-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,https://www.etes.de/karriere/fachinformatiker-in-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,https://www.etes.de/karriere/fachinformatiker-in-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:48.359466+00:00
MAD-2423431855,meine_ausbildung_dpa,SOPHIST GmbH,,Nürnberg,,Fachinformatiker*in - Daten- und Prozessanalyse (m/w/d),,,Fachinformatiker*in - Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.sophist.de,https://www.sophist.de,company,,https://sophist.de/wp-content/uploads/2025/01/Ausbildung-Fachinformatiker-Systemintegration-FI-DuPa-NEU-2024_RK_1.pdf?utm_source=meine-ausbildung-in-deutschland,https://sophist.de/wp-content/uploads/2025/01/Ausbildung-Fachinformatiker-Systemintegration-FI-DuPa-NEU-2024_RK_1.pdf?utm_source=meine-ausbildung-in-deutschland,https://sophist.de/wp-content/uploads/2025/01/Ausbildung-Fachinformatiker-Systemintegration-FI-DuPa-NEU-2024_RK_1.pdf?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:50.067087+00:00
MAD-2421920959,meine_ausbildung_dpa,Leica Camera AG,,Wetzlar 40 Frankfurt a.M,,Ausbildung zum Fachinformatiker für Daten- und Prozessanalyse (all genders),,,Ausbildung zum Fachinformatiker für Daten- und Prozessanalyse (all genders),dpa,,,https://www.leica-camera.com,https://www.leica-camera.com,company,,https://myjobboard.de/leica/Jobs/69451d4ee81283cfe75584e6?utm_source=meine-ausbildung-in-deutschland,https://myjobboard.de/leica/Jobs/69451d4ee81283cfe75584e6?utm_source=meine-ausbildung-in-deutschland,https://myjobboard.de/leica/Jobs/69451d4ee81283cfe75584e6?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:51.403897+00:00
MAD-2420886002,meine_ausbildung_dpa,TANNER GmbH,,Lindau,,"02 Fachinformatiker (m/w/d), Fachrichtung Daten- und Prozessanalyse",,,"02 Fachinformatiker (m/w/d), Fachrichtung Daten- und Prozessanalyse",dpa,,,https://www.tanner.de,https://www.tanner.de,company,,https://www.tanner.de/karriere/auszubildende/?utm_source=meine-ausbildung-in-deutschland,https://www.tanner.de/karriere/auszubildende/?utm_source=meine-ausbildung-in-deutschland,https://www.tanner.de/karriere/auszubildende/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:57.364537+00:00
MAD-2420457017,meine_ausbildung_dpa,August Faller GmbH & Co. KG,,Waldkirch,,Fachinformatiker für Daten- & Prozessanalyse (m/w/d),,,Fachinformatiker für Daten- & Prozessanalyse (m/w/d),dpa,,,https://www.august-faller.de,https://www.august-faller.de,company,,https://www.faller-packaging.com/de/karriere/schueler-und-studenten/ausbildung/fachinformatiker-fuer-anwendungsentwicklung-m/w/d-1?utm_source=meine-ausbildung-in-deutschland,https://www.faller-packaging.com/de/karriere/schueler-und-studenten/ausbildung/fachinformatiker-fuer-anwendungsentwicklung-m/w/d-1?utm_source=meine-ausbildung-in-deutschland,https://www.faller-packaging.com/de/karriere/schueler-und-studenten/ausbildung/fachinformatiker-fuer-anwendungsentwicklung-m/w/d-1?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:58.336710+00:00
MAD-2420089122,meine_ausbildung_dpa,et-systems GmbH,,Limburg,,Ausbildung 2026 – Fachinformatiker für Daten- und Prozessanalyse (m/w/d),,,Ausbildung 2026 – Fachinformatiker für Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.et-systems.de,https://www.et-systems.de,company,,https://et-systems.de/de/jobs/ausbildung-fachinformatiker-daten-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://et-systems.de/de/jobs/ausbildung-fachinformatiker-daten-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://et-systems.de/de/jobs/ausbildung-fachinformatiker-daten-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:40:59.001751+00:00
MAD-2419675639,meine_ausbildung_dpa,Carl Gross Retail GmbH,,Hersbruck,,Auszubildender Zum Fachinformatiker Für Daten-und Prozessanalyse (m/w/d),,,Auszubildender Zum Fachinformatiker Für Daten-und Prozessanalyse (m/w/d),dpa,,,https://www.creationgross.com,https://www.creationgross.com,company,,https://creationgross.com/wp-content/uploads/2025/10/Fachinformatiker-fuer-Daten-und-Prozessanalyse-2026.pdf?utm_source=meine-ausbildung-in-deutschland,https://creationgross.com/wp-content/uploads/2025/10/Fachinformatiker-fuer-Daten-und-Prozessanalyse-2026.pdf?utm_source=meine-ausbildung-in-deutschland,https://creationgross.com/wp-content/uploads/2025/10/Fachinformatiker-fuer-Daten-und-Prozessanalyse-2026.pdf?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:00.532414+00:00
MAD-2419294684,meine_ausbildung_dpa,RiCOH DEUTSCHLAND GmbH,,Hannover,,Fachinformatiker Daten- und Prozessanalyse Hannover (m/w/d),,,Fachinformatiker Daten- und Prozessanalyse Hannover (m/w/d),dpa,,,https://www.ricoh.de,https://www.ricoh.de,company,,https://www.ricoh.de/ueber-ricoh/jobs-karriere/ausbildung/fachinformatik-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://www.ricoh.de/ueber-ricoh/jobs-karriere/ausbildung/fachinformatik-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://www.ricoh.de/ueber-ricoh/jobs-karriere/ausbildung/fachinformatik-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:01.314862+00:00
MAD-2417786660,meine_ausbildung_dpa,AKAMI GmbH & Co.KG,,Lutherstadt Wittenberg,,Fachinformatiker für Daten- und Prozessanalyse (m/w/d),,,Fachinformatiker für Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.akami.de,https://www.akami.de,company,,https://akami.de/karriere/?utm_source=meine-ausbildung-in-deutschland#1679492918490-aaa71f96-bf4c,https://akami.de/karriere/?utm_source=meine-ausbildung-in-deutschland#1679492918490-aaa71f96-bf4c,https://akami.de/karriere/?utm_source=meine-ausbildung-in-deutschland#1679492918490-aaa71f96-bf4c,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:02.643057+00:00
MAD-2416749456,meine_ausbildung_dpa,SaarGummi GmbH,,Wadern,,Fachinformatiker für Daten- und Prozessanalyse (m/w/d),,,Fachinformatiker für Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.saargummi.com,https://www.saargummi.com,company,,https://de.career.saargummi.com/en/education/it-specialist-for-data-and-process-analysis?utm_source=meine-ausbildung-in-deutschland,https://de.career.saargummi.com/en/education/it-specialist-for-data-and-process-analysis?utm_source=meine-ausbildung-in-deutschland,https://de.career.saargummi.com/en/education/it-specialist-for-data-and-process-analysis?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:04.896642+00:00
MAD-2416659523,meine_ausbildung_dpa,cosmolink Consulting GmbH & Co. KG,,Illingen,,Ausbildung zum Fachinformatiker (m/w/d) für die Fachrichtung Daten- und Prozessanalyse,,,Ausbildung zum Fachinformatiker (m/w/d) für die Fachrichtung Daten- und Prozessanalyse,dpa,,,https://www.cosmolink.de,https://www.cosmolink.de,company,,https://www.cosmolink.de/unternehmen/karriere/ausbildung-fachinformatiker-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://www.cosmolink.de/unternehmen/karriere/ausbildung-fachinformatiker-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://www.cosmolink.de/unternehmen/karriere/ausbildung-fachinformatiker-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:06.462957+00:00
MAD-2414724112,meine_ausbildung_dpa,Universitätsmedizin der Johannes Gutenberg-Universität Mainz,,Trier,,Ausbildung zur/zum Fachinformatiker*in für Daten- und Prozessanalyse,,,Ausbildung zur/zum Fachinformatiker*in für Daten- und Prozessanalyse,dpa,,,https://www.unimedizin-mainz.de,https://www.unimedizin-mainz.de,company,,https://www.unimedizin-mainz.de/jobs/ausbildung/ausbildungsberufe/it-berufe/fachinformatikerin-daten-und-prozessanalyse.html?utm_source=meine-ausbildung-in-deutschland,https://www.unimedizin-mainz.de/jobs/ausbildung/ausbildungsberufe/it-berufe/fachinformatikerin-daten-und-prozessanalyse.html?utm_source=meine-ausbildung-in-deutschland,https://www.unimedizin-mainz.de/jobs/ausbildung/ausbildungsberufe/it-berufe/fachinformatikerin-daten-und-prozessanalyse.html?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:10.286145+00:00
MAD-2413620766,meine_ausbildung_dpa,PAARI GmbH,,Erfurt,,Ausbildung Fachinformatiker Daten- und Prozessanalyse m/w/d,,,Ausbildung Fachinformatiker Daten- und Prozessanalyse m/w/d,dpa,,,https://www.paari.de,https://www.paari.de,company,,https://karriere.paari.de/de?id=185544&utm_source=meine-ausbildung-in-deutschland,https://karriere.paari.de/de?id=185544&utm_source=meine-ausbildung-in-deutschland,https://karriere.paari.de/de?id=185544&utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:12.166232+00:00
MAD-2411736706,meine_ausbildung_dpa,Freilinger & Geißler Zweigniederlassung der Auto Eder GmbH,,Rosenheim,,Fachinformatiker für Daten- und Prozessanalyse (M/W/D),,,Fachinformatiker für Daten- und Prozessanalyse (M/W/D),dpa,,,https://www.autoforum.de,https://www.autoforum.de,company,,https://auto-eder.de/gruppe/karriere/ausbildung/ausbildung-mit-vollgas/fachinformatiker/in-fuer-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://auto-eder.de/gruppe/karriere/ausbildung/ausbildung-mit-vollgas/fachinformatiker/in-fuer-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,https://auto-eder.de/gruppe/karriere/ausbildung/ausbildung-mit-vollgas/fachinformatiker/in-fuer-daten-und-prozessanalyse/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:15.422756+00:00
MAD-2410089766,meine_ausbildung_dpa,Bluechip Computer AG,,Meuselwitz,,Fachinformatiker/-in FR Daten- und Prozessanalyse (m/w/d),,,Fachinformatiker/-in FR Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.bluechip.de,https://www.bluechip.de,company,,https://www.bluechip.de/blog/fachinformatiker-in-fr-daten-und-prozessanalyse-m-w-d?utm_source=meine-ausbildung-in-deutschland,https://www.bluechip.de/blog/fachinformatiker-in-fr-daten-und-prozessanalyse-m-w-d?utm_source=meine-ausbildung-in-deutschland,https://www.bluechip.de/blog/fachinformatiker-in-fr-daten-und-prozessanalyse-m-w-d?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:19.982986+00:00
MAD-2408827140,meine_ausbildung_dpa,DATaJOB Computervertrieb e.K.,,"Cham, Neumarkt, Amberg-Sulzbach, Neustadt, Amberg, Regensburg, Weiden, Schwandorf, Tirschenreuth",,Auszubildende/r zur/m Fachinformatiker/in für Daten- und Prozessanalyse (m/w/d),,,Auszubildende/r zur/m Fachinformatiker/in für Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.datajob.de,https://www.datajob.de,company,,https://karriere.datajob.de/jobangebote/auszubildende-r-zur-fachinformatiker-in-fuer-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,https://karriere.datajob.de/jobangebote/auszubildende-r-zur-fachinformatiker-in-fuer-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,https://karriere.datajob.de/jobangebote/auszubildende-r-zur-fachinformatiker-in-fuer-daten-und-prozessanalyse-m-w-d/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:23.283863+00:00
MAD-2408229753,meine_ausbildung_dpa,Hermes Europe GmbH,,Hamburg,,Ausbildung Fachinformatiker für Daten- und Prozessanalyse (m/w/d),,,Ausbildung Fachinformatiker für Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.hermesworld.com,https://www.hermesworld.com,company,,https://www.hermesworld.com/de/karriere/jobs/Ausbildung-Fachinformatiker-fuer-Daten-und-Prozessanalyse--de-j6387.html?utm_source=meine-ausbildung-in-deutschland,https://www.hermesworld.com/de/karriere/jobs/Ausbildung-Fachinformatiker-fuer-Daten-und-Prozessanalyse--de-j6387.html?utm_source=meine-ausbildung-in-deutschland,https://www.hermesworld.com/de/karriere/jobs/Ausbildung-Fachinformatiker-fuer-Daten-und-Prozessanalyse--de-j6387.html?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:24.960013+00:00
MAD-2407136262,meine_ausbildung_dpa,Jupiter Software Consulting GmbH,,Bissendorf,,Ausbildung 2026: Fachinformatiker:in für Daten und Prozessanalyse (w/m/d),,,Ausbildung 2026: Fachinformatiker:in für Daten und Prozessanalyse (w/m/d),dpa,,,https://jupiter-consulting.eu,https://jupiter-consulting.eu,company,,https://jupiter-consulting.eu/karriere/newcomer/ausbildung-2026-fachinformatikerin-fuer-daten-und-prozessanalyse-w-m-d/?utm_source=meine-ausbildung-in-deutschland,https://jupiter-consulting.eu/karriere/newcomer/ausbildung-2026-fachinformatikerin-fuer-daten-und-prozessanalyse-w-m-d/?utm_source=meine-ausbildung-in-deutschland,https://jupiter-consulting.eu/karriere/newcomer/ausbildung-2026-fachinformatikerin-fuer-daten-und-prozessanalyse-w-m-d/?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:29.256777+00:00
MAD-2405175945,meine_ausbildung_dpa,INIT Consulting AG,,Kösching,,FACHINFORMATIKER(*) für Daten- und Prozessanalyse,,,FACHINFORMATIKER(*) für Daten- und Prozessanalyse,dpa,,,https://www.business-one-beratung.de,https://www.business-one-beratung.de,company,,https://www.business-one-beratung.de/aktuelles/jobs-und-karriere/berufsangebote-und-duales-studium/ausbildungsplatz-fachinformatiker/in-fuer-daten-und-prozessanalyse.html,https://www.business-one-beratung.de/aktuelles/jobs-und-karriere/berufsangebote-und-duales-studium/ausbildungsplatz-fachinformatiker/in-fuer-daten-und-prozessanalyse.html,https://www.business-one-beratung.de/aktuelles/jobs-und-karriere/berufsangebote-und-duales-studium/ausbildungsplatz-fachinformatiker/in-fuer-daten-und-prozessanalyse.html,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:30.740100+00:00
MAD-2400369060,meine_ausbildung_dpa,Markant Services International GmbH,,Offenburg,,IT-Ausbildung zum Fachinformatiker Daten- und Prozessanalyse 2026 (m/w/d),,,IT-Ausbildung zum Fachinformatiker Daten- und Prozessanalyse 2026 (m/w/d),dpa,,,https://www.markant.com,https://www.markant.com,company,,https://jobs.markant.com/index.php?ac=jobad&id=578&utm_source=meine-ausbildung-in-deutschland,https://jobs.markant.com/index.php?ac=jobad&id=578&utm_source=meine-ausbildung-in-deutschland,https://jobs.markant.com/index.php?ac=jobad&id=578&utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:32.767907+00:00
MAD-2397127757,meine_ausbildung_dpa,CTC Lohr e. K. Jürgen Lohr,,Neu-Ulm,,Fachinformatiker/-in (IHK) Fachrichtung Daten- und Prozessanalyse,,,Fachinformatiker/-in (IHK) Fachrichtung Daten- und Prozessanalyse,dpa,,,https://www.ctc-lohr.de,https://www.ctc-lohr.de,company,,https://www.ctc-lohr.de/wp-content/download/Flyer_FIDP.pdf?utm_source=meine-ausbildung-in-deutschland,https://www.ctc-lohr.de/wp-content/download/Flyer_FIDP.pdf?utm_source=meine-ausbildung-in-deutschland,https://www.ctc-lohr.de/wp-content/download/Flyer_FIDP.pdf?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:33.747256+00:00
MAD-2390641793,meine_ausbildung_dpa,BAUFINEX GmbH,,Schwäbisch Hall,,Ausbildung zum Fachinformatiker Daten- und Prozessanalyse (m/w/d),,,Ausbildung zum Fachinformatiker Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.baufinex.de,https://www.baufinex.de,company,,https://www.baufinex.de/karriere/ausbildung/ausbildung-zum-fachinformatiker-daten-und-prozessanalyse-m-w-d?utm_source=meine-ausbildung-in-deutschland,https://www.baufinex.de/karriere/ausbildung/ausbildung-zum-fachinformatiker-daten-und-prozessanalyse-m-w-d?utm_source=meine-ausbildung-in-deutschland,https://www.baufinex.de/karriere/ausbildung/ausbildung-zum-fachinformatiker-daten-und-prozessanalyse-m-w-d?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:37.844918+00:00
MAD-2388913607,meine_ausbildung_dpa,Bosch Thermotechnik GmbH Buderus,,Wetzlar,,Fachinformatiker Fachrichtung: Daten- und Prozessanalyse (w/m/div.),,,Fachinformatiker Fachrichtung: Daten- und Prozessanalyse (w/m/div.),dpa,,,https://www.bosch-thermotechnology.com,https://www.bosch-thermotechnology.com,company,,https://www.hrd-portal.de/bosch-gruppe/jobboard/detail/2026_905?utm_source=meine-ausbildung-in-deutschland,https://www.hrd-portal.de/bosch-gruppe/jobboard/detail/2026_905?utm_source=meine-ausbildung-in-deutschland,https://www.hrd-portal.de/bosch-gruppe/jobboard/detail/2026_905?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:39.146648+00:00
MAD-2386806894,meine_ausbildung_dpa,Canal-Control+Clean Umweltschutzservice GmbH,,Barsbüttel,,Fachinformatiker für Daten- und Prozessanalyse (m/w/d),,,Fachinformatiker für Daten- und Prozessanalyse (m/w/d),dpa,,,https://www.canal-control.de,https://www.canal-control.de,company,,https://www.canal-control.de/karriere/entwicklung-und-nachwuchs/ausbildung/fachinformatiker-fuer-daten-und-prozessanalyse-m/w/d?utm_source=meine-ausbildung-in-deutschland,https://www.canal-control.de/karriere/entwicklung-und-nachwuchs/ausbildung/fachinformatiker-fuer-daten-und-prozessanalyse-m/w/d?utm_source=meine-ausbildung-in-deutschland,https://www.canal-control.de/karriere/entwicklung-und-nachwuchs/ausbildung/fachinformatiker-fuer-daten-und-prozessanalyse-m/w/d?utm_source=meine-ausbildung-in-deutschland,externe,,,,meine_ausbildung_de,,False,,40,2026-06-11T11:41:43.363955+00:00
