referenznummer,category_id,nama_perusahaan,titik_data_di_peta,posisi_kota,alamat_detail,detail_deskripsi,gaji,persyaratan,jenis_ausbildung,deskripsi_perusahaan,apa_yang_ditawarkan,link_website_perusahaan,link_website_perusahaan_resmi,website_type,alamat_email_bewerbung,link_bewerbung,link_bewerbung_externe,link_bewerbung_efektif,bewerbung_sumber,kontak_penanggung_jawab,dokumen_yang_harus_dipenuhi,ba_job_url,sumber_data,ausbildung_de_url,is_duplicate_of_arbeitsagentur,duplicate_of_refnr,kelengkapan_score,scraped_at
16818-100829192-S,fachinformatiker_ae,Martin Metallverarbeitung GmbH,"50.234732,11.0748854",Ebersdorf bei Coburg,96237 Ebersdorf bei Coburg,"Ausbildung Fachinformatiker*in Anwendungsentwicklung
Bist du technikbegeistert, packst gerne an und suchst eine Ausbildung, die dir echte Perspektiven bietet?
Wir sind die Martin Gruppe und Spezialisten für Metallumformung in der Automobilindustrie. Unsere Stanz‑ und Umformteile sowie Schweiß‑ und Nietbaugruppen kommen in zahlreichen Fahrzeugen zum Einsatz – von Sport‑ und Luxuswagen bis zu Modellen, die du täglich siehst. Wenn du wissen willst, in welchen Fahrzeugen unsere Teile stecken, dann passt du zu uns!
Starte jetzt deine Ausbildung zum Fachinformatiker Anwendungsentwicklung (m/w/d).
Ausbildungsdauer: 3 Jahre.
Als Fachinformatiker (m/w/d) – Fachrichtung Anwendungsentwicklung bist du ein wichtiger Motor unserer digitalen Weiterentwicklung. Du entwickelst und optimierst Softwarelösungen, die Geschäftsprozesse effizienter machen, und schaffst Anwendungen, mit denen deine Kolleginnen und Kollegen produktiv, sicher und zukunftsorientiert arbeiten können.
In deiner Ausbildung lernst du unter anderem:
- Planung, Analyse und Entwicklung von Softwarelösungen mit modernen Programmiersprachen.
- Umsetzung praktischer Aufgaben – von der Anforderungsanalyse über das Design bis hin zur Programmierung und zum Testen.
- Umgang mit modernen Entwicklungstools, Entwicklungsumgebungen und Datenbanksystemen.
- Die Verbindung von praktischer Arbeit im Betrieb und theoretischem Wissen in der Berufsschule.
Du wirst von Anfang an in unsere IT‑Projekte eingebunden und erhältst die Chance, Verantwortung zu übernehmen und aktiv mitzuarbeiten. So bereitest du dich optimal auf deine zukünftigen Aufgaben vor.
Hast du das Zeug zum Fachinformatiker (m/w/d)?
Du verfügst bis zum Ausbildungsbeginn über einen Realschulabschluss, Abitur oder einen vergleichbaren Abschluss. Du bringst Begeisterung für Informatik, Technik und Softwareentwicklung mit und arbeitest sorgfältig und organisiert, wenn du Projekte angehst.
Noch Fragen zur Ausbildung bei uns? Wir freuen uns auf dich!",,"- Umsetzung praktischer Aufgaben – von der Anforderungsanalyse über das Design bis hin zur Programmierung und zum Testen.
- Umgang mit modernen Entwicklungstools, Entwicklungsumgebungen und Datenbanksystemen.
- Die Verbindung von praktischer Arbeit im Betrieb und theoretischem Wissen in der Berufsschule.
Du wirst von Anfang an in unsere IT‑Projekte eingebunden und erhältst die Chance, Verantwortung zu übernehmen und aktiv mitzuarbeiten. So bereitest du dich optimal auf deine zukünftigen Aufgaben vor.
Hast du das Zeug zum Fachinformatiker (m/w/d)?
Du verfügst bis zum Ausbildungsbeginn über einen Realschulabschluss, Abitur oder einen vergleichbaren Abschluss. Du bringst Begeisterung für Informatik, Technik und Softwareentwicklung mit und arbeitest sorgfältig und organisiert, wenn du Projekte angehst.
Noch Fragen zur Ausbildung bei uns? Wir freuen uns auf dich!",Ausbildung | Fachinformatiker/in - Anwendungsentwicklung,"Bist du technikbegeistert, packst gerne an und suchst eine Ausbildung, die dir echte Perspektiven bietet?
Wir sind die Martin Gruppe und Spezialisten für Metallumformung in der Automobilindustrie. Unsere Stanz‑ und Umformteile sowie Schweiß‑ und Nietbaugruppen kommen in zahlreichen Fahrzeugen zum Einsatz – von Sport‑ und Luxuswagen bis zu Modellen, die du täglich siehst. Wenn du wissen willst, in welchen Fahrzeugen unsere Teile stecken, dann passt du zu uns!
Ausbildungsdauer: 3 Jahre.",,https://www.studyflix.de,,partner_portal,,https://studyflix.de/ausbildung/angebote/467319?l=829192&utm_source=ba,https://studyflix.de/ausbildung/angebote/467319?l=829192&utm_source=ba,https://studyflix.de/ausbildung/angebote/467319?l=829192&utm_source=ba,externe,Noch Fragen zur Ausbildung bei uns? Wir freuen uns auf dich!,,https://www.arbeitsagentur.de/jobsuche/jobdetail/16818-100829192-S,,,False,,73,2026-06-11T09:10:09.128933+00:00
16818-100810023-S,fachinformatiker_ae,Stulz GmbH,"53.639221,9.9190229",Hamburg,22457 Hamburg,"Ausbildung Fachinformatiker*in Anwendungsentwicklung
Als spezialisierte Softwaretochter eines etablierten Familienunternehmens entwickeln wir integrierte, webbasierte Lösungen zur Überwachung, Steuerung und Optimierung technischer Infrastrukturen und bringen dabei aktuellstes Know‑how aus Forschung und Praxis zusammen.
Unsere Software kommt insbesondere in der Rechenzentrumsbranche und im betrieblichen Umfeld zum Einsatz und ist darauf ausgelegt, maximale Energieeffizienz zu erreichen. Wir bauen Monitoring‑ und Archivierungssysteme, betreiben die Weiterentwicklung eines eigenen Servicemanagementsystems und forschen an Regelalgorithmen und Regelstrategien im Kontext von IoT und Industrie 4.0.
Ausbildung zum Fachinformatiker Anwendungsentwicklung (m/w/d) – Start 2026
Du begeisterst dich fürs Programmieren und möchtest die große Bandbreite an internen und kundenorientierten Softwarelösungen kennenlernen? Dann starte mit uns deine dreijährige Ausbildung zum Fachinformatiker Anwendungsentwicklung!
Das bieten wir Dir:
Sicherheit in einem expandierenden Familienunternehmen
Tarifgebundenes Arbeitsverhältnis
36 Stunden Woche sowie flexible Arbeitszeiten
Weiterbildungsmöglichkeiten und E‑Learning-Angebote
Zuschüsse zur Altersversorgung und ein Deutschlandticket
Parkmöglichkeiten und vielfältige Betriebssportangebote
Betriebsrestaurant
Möglichkeit für einen Auslandsaufenthalt
Ausstattung mit Laptop
Während Deiner dreijährigen Ausbildung erwarten Dich Aufgaben wie beispielsweise:
Planung und Programmierung von Web‑Anwendungen
IT‑Support sowie Beratung unserer Mitarbeiterinnen und Mitarbeiter
Entwicklung von Software‑ und Datenbankanwendungen
Erlernen von Programmiersprachen
Planung und Umsetzung von Qualitätssicherungsmaßnahmen
Das bringst Du mit:
Guter Realschulabschluss, Fachhochschulreife oder allgemeine Hochschulreife
Gute Noten in Mathematik und Englisch
Hohes Interesse an moderner Technik und Informatik
Analytisches Denkvermögen
Wenn Du Dich angesprochen fühlst und Deine Karrierechancen nutzen willst, freuen wir uns auf Deine Bewerbung über den Bewerben‑Button.",,"Das bringst Du mit:
Guter Realschulabschluss, Fachhochschulreife oder allgemeine Hochschulreife
Gute Noten in Mathematik und Englisch
Hohes Interesse an moderner Technik und Informatik
Analytisches Denkvermögen
Wenn Du Dich angesprochen fühlst und Deine Karrierechancen nutzen willst, freuen wir uns auf Deine Bewerbung über den Bewerben‑Button.",Ausbildung | Fachinformatiker/in - Anwendungsentwicklung,"Als spezialisierte Softwaretochter eines etablierten Familienunternehmens entwickeln wir integrierte, webbasierte Lösungen zur Überwachung, Steuerung und Optimierung technischer Infrastrukturen und bringen dabei aktuellstes Know‑how aus Forschung und Praxis zusammen.
Unsere Software kommt insbesondere in der Rechenzentrumsbranche und im betrieblichen Umfeld zum Einsatz und ist darauf ausgelegt, maximale Energieeffizienz zu erreichen. Wir bauen Monitoring‑ und Archivierungssysteme, betreiben die Weiterentwicklung eines eigenen Servicemanagementsystems und forschen an Regelalgorithmen und Regelstrategien im Kontext von IoT und Industrie 4.0.
Ausbildung zum Fachinformatiker Anwendungsentwicklung (m/w/d) – Start 2026
Du begeisterst dich fürs Programmieren und möchtest die große Bandbreite an internen und kundenorientierten Softwarelösungen kennenlernen? Dann starte mit uns deine dreijährige Ausbildung zum Fachinformatiker Anwendungsentwicklung!","Das bieten wir Dir:
Sicherheit in einem expandierenden Familienunternehmen
Tarifgebundenes Arbeitsverhältnis
36 Stunden Woche sowie flexible Arbeitszeiten
Weiterbildungsmöglichkeiten und E‑Learning-Angebote
Zuschüsse zur Altersversorgung und ein Deutschlandticket
Parkmöglichkeiten und vielfältige Betriebssportangebote
Betriebsrestaurant
Möglichkeit für einen Auslandsaufenthalt
Ausstattung mit Laptop
Während Deiner dreijährigen Ausbildung erwarten Dich Aufgaben wie beispielsweise:
Planung und Programmierung von Web‑Anwendungen",https://www.studyflix.de,,partner_portal,,https://studyflix.de/ausbildung/angebote/458179?l=810023&utm_source=ba,https://studyflix.de/ausbildung/angebote/458179?l=810023&utm_source=ba,https://studyflix.de/ausbildung/angebote/458179?l=810023&utm_source=ba,externe,,"Wenn Du Dich angesprochen fühlst und Deine Karrierechancen nutzen willst, freuen wir uns auf Deine Bewerbung über den Bewerben‑Button.",https://www.arbeitsagentur.de/jobsuche/jobdetail/16818-100810023-S,,,False,,80,2026-06-11T09:10:09.401542+00:00
16818-100803211-S,fachinformatiker_ae,Atruvia,"48.9905167,8.473825","Karlsruhe, Baden","76227 Karlsruhe, Baden","Ausbildung Fachinformatiker*in Anwendungsentwicklung
Dein Einstieg bei Atruvia – Ausbildung als Fachinformatiker Anwendungsentwicklung (m/w/d)
Starte deine Zukunft in der Softwareentwicklung bei uns: Du erhältst eine praxisnahe Ausbildung, in der theoretisches Wissen mit spannenden Projekten verbunden wird und sich dir vielfältige Karrierechancen eröffnen.
Während der Ausbildung lernst du Programmiersprachen und Tools kennen und baust dir wichtige Fähigkeiten für die Softwareentwicklung auf. Du arbeitest an der Neu- und Weiterentwicklung von Bankensoftware, gestaltest Anwendungen mit und optimierst bestehende Systeme. Außerdem entwickelst du Anwendungskonzepte weiter, setzt Ideen um und bist an Design und Entwicklung von Weboberflächen beteiligt. Testen und Dokumentieren gehören ebenso zu deinen Aufgaben wie das Sicherstellen stabiler und hochwertiger Softwarelösungen.
Die Ausbildung dauert drei Jahre und bereitet dich umfassend auf die Arbeit in der Anwendungsentwicklung vor. Von Anfang an bist du in reale Projekte eingebunden, nimmst an Einführungswochen teil und wirst durch Teamtrainings unterstützt. Im Tagesgeschäft wirst du frühzeitig in verschiedenen Abteilungen und Projekten eingesetzt. Ergänzend gibt es zahlreiche Seminare, zum Beispiel zu methodischer Softwareentwicklung, Java und Datenbanken. Du kannst an Workshops, Vorträgen und Hackathons teilnehmen und dich mit anderen Auszubildenden und Kolleginnen und Kollegen vernetzen. Unser Ziel ist deine unbefristete Übernahme nach erfolgreichem Abschluss.
Bei Atruvia lernst du von erfahrenen Expertinnen und Experten der Banken‑IT und profitierst von einer erstklassigen, mehrfach ausgezeichneten Ausbildung. Wir bieten dir vielfältige Weiterbildungsmöglichkeiten, eine ausgeprägte Feedback‑ und Lernkultur sowie die Chance, in agilen und innovativen Projekten mitzuwirken.
Von Beginn an bist du als wertvolles Teammitglied eingebunden und übernimmst spannende Aufgaben. Wir bieten eine attraktive Vergütung und Nebenleistungen wie 13. &amp; 14. Gehalt sowie einen Fahrtkostenzuschuss. In unseren Teams herrscht eine offene und motivierende Kultur, in der du individuell betreut und gefördert wirst. Selbstständiges und eigenverantwortliches Arbeiten ist bei uns erwünscht – deine Ideen zählen.
Du begeisterst dich für IT‑Themen, kannst logisch und analytisch denken und arbeitest gern im Team. Du sprichst fließend Deutsch (mindestens C1) und verfügst über gute Englischkenntnisse.
Bewirb dich online und sende uns deinen Lebenslauf, deine letzten drei Zeugnisse sowie weitere relevante Bescheinigungen und Unterlagen. Ein Anschreiben kannst du optional beifügen.
Nach deiner Bewerbung laden wir dich zu einem Online‑Test ein, den du bequem von zu Hause absolvieren kannst. Bei einem guten Testergebnis und passenden Unterlagen folgt ein Vorstellungsgespräch, in dem du uns von dir überzeugen und Fragen stellen kannst. Kurz nach dem Gespräch erhältst du eine Rückmeldung.
Werde Teil unserer IT‑Familie – IT feels like home!",,,Ausbildung | Fachinformatiker/in - Anwendungsentwicklung,"Dein Einstieg bei Atruvia – Ausbildung als Fachinformatiker Anwendungsentwicklung (m/w/d)
Während der Ausbildung lernst du Programmiersprachen und Tools kennen und baust dir wichtige Fähigkeiten für die Softwareentwicklung auf. Du arbeitest an der Neu- und Weiterentwicklung von Bankensoftware, gestaltest Anwendungen mit und optimierst bestehende Systeme. Außerdem entwickelst du Anwendungskonzepte weiter, setzt Ideen um und bist an Design und Entwicklung von Weboberflächen beteiligt. Testen und Dokumentieren gehören ebenso zu deinen Aufgaben wie das Sicherstellen stabiler und hochwertiger Softwarelösungen.
Die Ausbildung dauert drei Jahre und bereitet dich umfassend auf die Arbeit in der Anwendungsentwicklung vor. Von Anfang an bist du in reale Projekte eingebunden, nimmst an Einführungswochen teil und wirst durch Teamtrainings unterstützt. Im Tagesgeschäft wirst du frühzeitig in verschiedenen Abteilungen und Projekten eingesetzt. Ergänzend gibt es zahlreiche Seminare, zum Beispiel zu methodischer Softwareentwicklung, Java und Datenbanken. Du kannst an Workshops, Vorträgen und Hackathons teilnehmen und dich mit anderen Auszubildenden und Kolleginnen und Kollegen vernetzen. Unser Ziel ist deine unbefristete Übernahme nach erfolgreichem Abschluss.
Bei Atruvia lernst du von erfahrenen Expertinnen und Experten der Banken‑IT und profitierst von einer erstklassigen, mehrfach ausgezeichneten Ausbildung","Bei Atruvia lernst du von erfahrenen Expertinnen und Experten der Banken‑IT und profitierst von einer erstklassigen, mehrfach ausgezeichneten Ausbildung. Wir bieten dir vielfältige Weiterbildungsmöglichkeiten, eine ausgeprägte Feedback‑ und Lernkultur sowie die Chance, in agilen und innovativen Projekten mitzuwirken.
Von Beginn an bist du als wertvolles Teammitglied eingebunden und übernimmst spannende Aufgaben. Wir bieten eine attraktive Vergütung und Nebenleistungen wie 13. &amp; 14. Gehalt sowie einen Fahrtkostenzuschuss. In unseren Teams herrscht eine offene und motivierende Kultur, in der du individuell betreut und gefördert wirst. Selbstständiges und eigenverantwortliches Arbeiten ist bei uns erwünscht – deine Ideen zählen.
Du begeisterst dich für IT‑Themen, kannst logisch und analytisch denken und arbeitest gern im Team. Du sprichst fließend Deutsch (mindestens C1) und verfügst über gute Englischkenntnisse.
Bewirb dich online und sende uns deinen Lebenslauf, deine letzten drei Zeugnisse sowie weitere relevante Bescheinigungen und Unterlagen. Ein Anschreiben kannst du optional beifügen.
Nach deiner Bewerbung laden wir dich zu einem Online‑Test ein, den du bequem von zu Hause absolvieren kannst. Bei einem guten Testergebnis und passenden Unterlagen folgt ein Vorstellungsgespräch, in dem du uns von dir überzeugen und Fragen stellen kannst. Kurz nach dem Gespräch erhältst du eine Rückmeldung.
Werde Teil unserer IT‑Familie – IT feels like home!",https://www.studyflix.de,,partner_portal,,https://studyflix.de/ausbildung/angebote/454369?l=803211&utm_source=ba,https://studyflix.de/ausbildung/angebote/454369?l=803211&utm_source=ba,https://studyflix.de/ausbildung/angebote/454369?l=803211&utm_source=ba,externe,,"Bewirb dich online und sende uns deinen Lebenslauf, deine letzten drei Zeugnisse sowie weitere relevante Bescheinigungen und Unterlagen. Ein Anschreiben kannst du optional beifügen.
Nach deiner Bewerbung laden wir dich zu einem Online‑Test ein, den du bequem von zu Hause absolvieren kannst. Bei einem guten Testergebnis und passenden Unterlagen folgt ein Vorstellungsgespräch, in dem du uns von dir überzeugen und Fragen stellen kannst. Kurz nach dem Gespräch erhältst du eine Rückmeldung.
Werde Teil unserer IT‑Familie – IT feels like home!",https://www.arbeitsagentur.de/jobsuche/jobdetail/16818-100803211-S,,,False,,73,2026-06-11T09:10:09.717295+00:00
16818-100854573-S,fachinformatiker_ae,EWE NETZ,"53.1038216,8.2239046",Oldenburg (Oldb),26133 Oldenburg (Oldb),"Ausbildung Fachinformatiker*in Anwendungsentwicklung
Du möchtest die digitale Welt aktiv mitgestalten und selbst smarte Lösungen entwickeln statt nur Anwender zu sein?
Bei EWE arbeitest du an der digitalen Zukunft mit: Im Bereich Telekommunikation sorgen wir dafür, dass Menschen und Unternehmen schnell, zuverlässig und modern vernetzt sind. Wir entwickeln Technologien und Services, die den Alltag smarter, sicherer und nachhaltiger machen. Werde Teil dieser wichtigen Mission und lass uns gemeinsam #dasMorgenmachen.
Zum Start am 01.08.2027 suchen wir für die EWE TEL GmbH Auszubildende für eine Zukunft als Fachinformatiker für Anwendungsentwicklung (w/d/m).
In dieser Ausbildung lernst du, wie Software und digitale Anwendungen geplant, programmiert und installiert werden. Du entwickelst benutzerfreundliche Oberflächen, programmierst neue Funktionen, behebst Fehler im Code und sorgst dafür, dass Software effizient und zuverlässig läuft.
Das solltest du dir nicht entgehen lassen: Du bekommst ein Einstiegsgehalt von 1.325 € (zzgl. Weihnachts- und Urlaubsgeld), 30 Tage Urlaub und zusätzlich Heiligabend und Silvester frei. Außerdem bieten wir dir eine Übernahmemöglichkeit für mindestens 2 Jahre, dein eigenes Notebook, eine Home‑Office‑Option sowie Kennenlerntage, Mentoring und ein starkes Seminarprogramm. Leben, Wohnen und Lernen auf unserem EnergieCampus mit coolen Sport- und Freizeitangeboten runden das Angebot ab.
Das lernst du bei uns: Softwareentwicklung von Grund auf – Planung, Programmierung und Weiterentwicklung sowie Qualitätssicherung durch Tests, Code‑Reviews und saubere Dokumentation. Installation und Betreuung von Anwendungen gehören genauso dazu wie die enge Zusammenarbeit mit unseren Fachbereichen, wodurch du tiefe Einblicke in die Welt der Telekommunikation erhältst. Du wirst vielseitige Programmierkenntnisse im Backend und Frontend kennenlernen, den Umgang mit Cloud‑Plattformen wie AWS und Azure erlernen und erste Einblicke in Data Science und KI erhalten. Kommunikation und Präsentation sind ebenfalls Teil der Ausbildung, damit du technische Sachverhalte verständlich erklären und deine Arbeit sicher präsentieren kannst.
So hast du gute Chancen: Gute Kenntnisse in Mathematik, Deutsch und Englisch, Interesse und Neugier an IT und Technik, Eigeninitiative und Freude am Lernen, Teamgeist, kreative Problemlösungsfähigkeit, Durchhaltevermögen bei kniffligen Aufgaben sowie Kundenorientierung und gute Kommunikationsfähigkeiten. Keine Sorge, wenn du noch nicht programmieren kannst – Vorkenntnisse sind nicht erforderlich; falls du aber schon erste Erfahrungen hast, ist das ein Vorteil.
Ausbildungsdauer: 3 Jahre.
Bist du dabei? Dann freuen wir uns auf deine Bewerbung direkt auf unserer Website: Mach‘s kurz und füge einfach einen Lebenslauf und deine letzten beiden Schulzeugnisse hinzu, ein Extra‑Anschreiben ist nicht notwendig. Mit deiner Bewerbung bestätigst du deine Bereitschaft zur Teilnahme an der für die Tätigkeit erforderlichen Sicherheitsüberprüfung.
Noch unentschlossen? Dann schau gern in unseren Azubiblog: azubiblog.ewe.com
Übrigens – im EWE‑Konzern managt die EWE NETZ GmbH die Ausbildung für sämtliche Gesellschaften. Wenn du mehr über die anderen Berufsbilder und dualen Studiengänge wissen willst: ewe.com/karriere",Einstiegsgehalt von 1.325 €,"So hast du gute Chancen: Gute Kenntnisse in Mathematik, Deutsch und Englisch, Interesse und Neugier an IT und Technik, Eigeninitiative und Freude am Lernen, Teamgeist, kreative Problemlösungsfähigkeit, Durchhaltevermögen bei kniffligen Aufgaben sowie Kundenorientierung und gute Kommunikationsfähigkeiten. Keine Sorge, wenn du noch nicht programmieren kannst – Vorkenntnisse sind nicht erforderlich; falls du aber schon erste Erfahrungen hast, ist das ein Vorteil.
Ausbildungsdauer: 3 Jahre.
Bist du dabei? Dann freuen wir uns auf deine Bewerbung direkt auf unserer Website: Mach‘s kurz und füge einfach einen Lebenslauf und deine letzten beiden Schulzeugnisse hinzu, ein Extra‑Anschreiben ist nicht notwendig. Mit deiner Bewerbung bestätigst du deine Bereitschaft zur Teilnahme an der für die Tätigkeit erforderlichen Sicherheitsüberprüfung.
Noch unentschlossen? Dann schau gern in unseren Azubiblog: azubiblog.ewe.com
Übrigens – im EWE‑Konzern managt die EWE NETZ GmbH die Ausbildung für sämtliche Gesellschaften. Wenn du mehr über die anderen Berufsbilder und dualen Studiengänge wissen willst: ewe.com/karriere",Ausbildung | Fachinformatiker/in - Anwendungsentwicklung,"Du möchtest die digitale Welt aktiv mitgestalten und selbst smarte Lösungen entwickeln statt nur Anwender zu sein?
Bei EWE arbeitest du an der digitalen Zukunft mit: Im Bereich Telekommunikation sorgen wir dafür, dass Menschen und Unternehmen schnell, zuverlässig und modern vernetzt sind. Wir entwickeln Technologien und Services, die den Alltag smarter, sicherer und nachhaltiger machen. Werde Teil dieser wichtigen Mission und lass uns gemeinsam #dasMorgenmachen.
Zum Start am 01.08.2027 suchen wir für die EWE TEL GmbH Auszubildende für eine Zukunft als Fachinformatiker für Anwendungsentwicklung (w/d/m).
In dieser Ausbildung lernst du, wie Software und digitale Anwendungen geplant, programmiert und installiert werden. Du entwickelst benutzerfreundliche Oberflächen, programmierst neue Funktionen, behebst Fehler im Code und sorgst dafür, dass Software effizient und zuverlässig läuft.","Das solltest du dir nicht entgehen lassen: Du bekommst ein Einstiegsgehalt von 1.325 € (zzgl. Weihnachts- und Urlaubsgeld), 30 Tage Urlaub und zusätzlich Heiligabend und Silvester frei. Außerdem bieten wir dir eine Übernahmemöglichkeit für mindestens 2 Jahre, dein eigenes Notebook, eine Home‑Office‑Option sowie Kennenlerntage, Mentoring und ein starkes Seminarprogramm. Leben, Wohnen und Lernen auf unserem EnergieCampus mit coolen Sport- und Freizeitangeboten runden das Angebot ab.
Das lernst du bei uns: Softwareentwicklung von Grund auf – Planung, Programmierung und Weiterentwicklung sowie Qualitätssicherung durch Tests, Code‑Reviews und saubere Dokumentation. Installation und Betreuung von Anwendungen gehören genauso dazu wie die enge Zusammenarbeit mit unseren Fachbereichen, wodurch du tiefe Einblicke in die Welt der Telekommunikation erhältst. Du wirst vielseitige Programmierkenntnisse im Backend und Frontend kennenlernen, den Umgang mit Cloud‑Plattformen wie AWS und Azure erlernen und erste Einblicke in Data Science und KI erhalten. Kommunikation und Präsentation sind ebenfalls Teil der Ausbildung, damit du technische Sachverhalte verständlich erklären und deine Arbeit sicher präsentieren kannst.
So hast du gute Chancen: Gute Kenntnisse in Mathematik, Deutsch und Englisch, Interesse und Neugier an IT und Technik, Eigeninitiative und Freude am Lernen, Teamgeist, kreative Problemlösungsfähigkeit, Durchhaltevermögen bei kniffligen Aufgaben sowie Kundenorientierung und gute Kommunikationsfähigkeiten. Keine Sorge, wenn du noch nicht programmieren kannst – Vorkenntnisse sind nicht erforderlich; falls du aber schon erste Erfahrungen hast, ist das ein Vorteil.
Ausbildungsdauer: 3 Jahre.
Bist du dabei? Dann freuen wir uns auf deine Bewerbung direkt auf unserer Website: Mach‘s kurz und füge einfach einen Lebenslauf und deine letzten beiden Schulzeugnisse hinzu, ein Extra‑Anschreiben ist nicht notwendig. Mit deiner Bewerbung bestätigst du deine Bereitschaft zur Teilnahme an der für die Tätigkeit erforderlichen Sicherheitsüberprüfung.
Noch unentschlossen? Dann schau gern in unseren Azubiblog: azubiblog.ewe.com
Übrigens – im EWE‑Konzern managt die EWE NETZ GmbH die Ausbildung für sämtliche Gesellschaften. Wenn du mehr über die anderen Berufsbilder und dualen Studiengänge wissen willst: ewe.com/karriere",https://www.studyflix.de,,partner_portal,,https://studyflix.de/ausbildung/angebote/482287?l=854573&utm_source=ba,https://studyflix.de/ausbildung/angebote/482287?l=854573&utm_source=ba,https://studyflix.de/ausbildung/angebote/482287?l=854573&utm_source=ba,externe,01.08.2027,"Bist du dabei? Dann freuen wir uns auf deine Bewerbung direkt auf unserer Website: Mach‘s kurz und füge einfach einen Lebenslauf und deine letzten beiden Schulzeugnisse hinzu, ein Extra‑Anschreiben ist nicht notwendig. Mit deiner Bewerbung bestätigst du deine Bereitschaft zur Teilnahme an der für die Tätigkeit erforderlichen Sicherheitsüberprüfung.
Noch unentschlossen? Dann schau gern in unseren Azubiblog: azubiblog.ewe.com
Übrigens – im EWE‑Konzern managt die EWE NETZ GmbH die Ausbildung für sämtliche Gesellschaften. Wenn du mehr über die anderen Berufsbilder und dualen Studiengänge wissen willst: ewe.com/karriere",https://www.arbeitsagentur.de/jobsuche/jobdetail/16818-100854573-S,,,False,,93,2026-06-11T09:10:09.883933+00:00
